Pay Item,Pay Item (Normalized),Description,Unit,Trade,Category,Division,Part,Item,Sources
"1013 (2) a","1013 (2)A","Fabricated Metal Roofing Accessory Gauge 26 (0.551 mm) Ridge/Hip Rolls","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (2) b","1013 (2)B","Fabricated Metal Roofing Accessory Gauge 26 (0.551 mm) Flashing","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (2) c","1013 (2)C","Fabricated Metal Roofing Accessory Gauge 24 (0.701 mm) Gutters","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (2) d","1013 (2)D","Fabricated Metal Roofing Accessory Downspouts","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (2) e","1013 (2)E","Fabricated Metal Roofing Accessory Gauge 24 (0.701 mm) Valley Rolls/Gutter","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (2) f","1013 (2)F","Fabricated Metal Roofing Accessory Gauge 24 (0.701 mm) Counter Flashing Gutter","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (3)","1013 (3)","Fabricated Metal Roofing Accessory Gauge 26 (0.551 mm) Plain G.I. Sheet","Each","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (4)","1013 (4)","Roof Ventilators","Each","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (5)","1013 (5)","Corrugated Asphalt Roofing 3 mm","Square Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (6) a","1013 (6)A","Fabricated Asphalt Roofing Accessory Gauge 26 (0.551 mm) Ridge/Hip Rolls","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (6) b","1013 (6)B","Fabricated Asphalt Roofing Accessory Gauge 26 (0.551 mm) Flashings","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (6) c","1013 (6)C","Fabricated Asphalt Roofing Accessory Gauge 24 (0.701 mm) Gutters","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (6) d","1013 (6)D","Fabricated Asphalt Roofing Accessory Downspouts","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (6) e","1013 (6)E","Fabricated Asphalt Roofing Accessory Gauge 24 (0.701 mm) Valley Rolls/Gutter","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1013 (6) f","1013 (6)F","Fabricated Asphalt Roofing Accessory Gauge 24 (0.701 mm) Counter Flashing Gutter","Linear Meter","Roofing","Metal Roofing","DIVISION II - BUILDING","PART E","ITEM 1012 � GLASS AND GLAZING","BuildingEstimate, Cost-Estimate"
"1014 (1) a1","1014 (1)A1","Pre-painted Metal Sheets below 0.427 mm Corrugated Short Span Page 12 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Square Meter","Roofing","Pre-painted Metal Sheets","DIVISION II - BUILDING","PART E","ITEM 1014 � PRE-PAINTED METAL SHEETS","BuildingEstimate, Cost-Estimate"
"1014 (1) a2","1014 (1)A2","Pre-painted Metal Sheets above 0.427 mm Corrugated Long Span","Square Meter","Roofing","Pre-painted Metal Sheets","DIVISION II - BUILDING","PART E","ITEM 1014 � PRE-PAINTED METAL SHEETS","BuildingEstimate, Cost-Estimate"
"1014 (1) b1","1014 (1)B1","Pre-painted Metal Sheets below 0.427 mm Rib Type Short Span","Square Meter","Roofing","Pre-painted Metal Sheets","DIVISION II - BUILDING","PART E","ITEM 1014 � PRE-PAINTED METAL SHEETS","BuildingEstimate, Cost-Estimate"
"1014 (1) b2","1014 (1)B2","Pre-painted Metal Sheets above 0.427 mm Rib Type Long Span","Square Meter","Roofing","Pre-painted Metal Sheets","DIVISION II - BUILDING","PART E","ITEM 1014 � PRE-PAINTED METAL SHEETS","BuildingEstimate, Cost-Estimate"
"1015 (1)","1015 (1)","Clay Roof Tile","Square Meter","Roofing","Clay Roof Tile","DIVISION II - BUILDING","PART E","ITEM 1015 � CLAY ROOF TILE","BuildingEstimate, Cost-Estimate"
"1016 (1) a","1016 (1)A","Waterproofing Cement-base","Square Meter","Waterproofing","Waterproofing","DIVISION II - BUILDING","PART E","ITEM 1016 � WATERPROOFING","BuildingEstimate, Cost-Estimate"
"1016 (1) b","1016 (1)B","Waterproofing Liquid","Square Meter","Waterproofing","Waterproofing","DIVISION II - BUILDING","PART E","ITEM 1016 � WATERPROOFING","BuildingEstimate, Cost-Estimate"
"1016 (2)","1016 (2)","Built-up and Preformed Membrane","Square Meter","Waterproofing","Waterproofing","DIVISION II - BUILDING","PART E","ITEM 1016 � WATERPROOFING","BuildingEstimate, Cost-Estimate"
"1017 (1) a","1017 (1)A","Roof Drain with Strainer 50 mm dia","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1017 (1) b","1017 (1)B","Roof Drain with Strainer 75 mm dia","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1017 (1) c","1017 (1)C","Roof Drain with Strainer 100 mm dia","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1017 (1) d","1017 (1)D","Roof Drain with Strainer 150 mm dia","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1017 (2) a","1017 (2)A","Canopy Drain with Strainer 50 mm dia","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1017 (2) b","1017 (2)B","Canopy Drain with Strainer 75 mm dia Page 13 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1017 (2) c","1017 (2)C","Canopy Drain with Strainer 100 mm dia","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1017 (2) d","1017 (2)D","Canopy Drain with Strainer 150 mm dia","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1017 (3) a","1017 (3)A","Gutter Drain with Strainer 50 mm dia","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1017 (3) b","1017 (3)B","Gutter Drain with Strainer 75 mm dia","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1017 (3) c","1017 (3)C","Gutter Drain with Strainer 100 mm dia","Set","Plumbing","Roof Drainage","DIVISION II - BUILDING","PART E","ITEM 1017 � ROOF DRAIN WITH STRAINER","BuildingEstimate, Cost-Estimate"
"1018 (1)","1018 (1)","Glazed Tiles and Trims","Square Meter","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (10)","1018 (10)","Granite Tiles","Lump Sum","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (11)","1018 (11)","Synthetic Granite Tiles","Lump Sum","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (12)","1018 (12)","Glazed Tiles","Lump Sum","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (13)","1018 (13)","Textured Glazed Tiles","Lump Sum","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (14)","1018 (14)","Textured Unglazed Tiles","Lump Sum","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (2)","1018 (2)","Unglazed Tiles","Square Meter","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (3)","1018 (3)","Granite Tiles","Square Meter","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (4)","1018 (4)","Synthetic Granite Tiles","Square Meter","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (5)","1018 (5)","Glazed Tiles","Square Meter","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (6)","1018 (6)","Textured Glazed Tiles","Square Meter","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (7)","1018 (7)","Textured Unglazed Tiles","Square Meter","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (8)","1018 (8)","Glazed Tiles and Trims","Lump Sum","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1018 (9)","1018 (9)","Unglazed Tiles","Lump Sum","Finishes","Tiles","DIVISION II - BUILDING","PART E","ITEM 1018 � CERAMIC AND GRANITE TILES","BuildingEstimate, Cost-Estimate"
"1019 (1) a","1019 (1)A","Wood Tile, Flooring Narra Page 14 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (1) b","1019 (1)B","Wood Tile, Flooring Tanguile","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (1) c","1019 (1)C","Wood Tile, Flooring Other","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (1) d","1019 (1)D","Wood Tile, Flooring Laminated","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (2) a","1019 (2)A","Wood Tile, Walls Narra","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (2) b","1019 (2)B","Wood Tile, Walls Tanguile","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (2) c","1019 (2)C","Wood Tile, Walls Other","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (2) d","1019 (2)D","Wood Tile, Walls Laminated","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (3) a","1019 (3)A","Wood Tile, Ceiling Narra","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (3) b","1019 (3)B","Wood Tile, Ceiling Tanguile","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (3) c","1019 (3)C","Wood Tile, Ceiling Other","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1019 (3) d","1019 (3)D","Wood Tile, Ceiling Laminated","Square Meter","Finishes","Wood Tiles","DIVISION II - BUILDING","PART E","ITEM 1019 � WOOD TILES","BuildingEstimate, Cost-Estimate"
"1020 (1) a","1020 (1)A","Vinyl Floor Tile","Square Meter","Finishes","Vinyl Flooring","DIVISION II - BUILDING","PART E","ITEM 1020 � VINYL FLOOR TILES","BuildingEstimate, Cost-Estimate"
"1020 (1) b","1020 (1)B","Vinyl Floor Tile","Lump Sum","Finishes","Vinyl Flooring","DIVISION II - BUILDING","PART E","ITEM 1020 � VINYL FLOOR TILES","BuildingEstimate, Cost-Estimate"
"1021 (1) a","1021 (1)A","Cement Floor Finish Plain","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (1) b","1021 (1)B","Cement Floor Finish Colored","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (1) c","1021 (1)C","Cement Floor Finish with Floor Hardener","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (10)","1021 (10)","Gloss-imparting Waxes","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (11)","1021 (11)","Evaporation Reducers","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (12)","1021 (12)","Floor Finishes","Lump Sum","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (2)","1021 (2)","Stamped Concrete","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (3) a","1021 (3)A","Floor Topping Plain","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (3) b","1021 (3)B","Floor Topping Trowelled Finish","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (3) c","1021 (3)C","Floor Topping Dry-Shake Finish Page 15 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (4)","1021 (4)","Straight to Finish","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (5)","1021 (5)","Cement Broom Finish","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (6)","1021 (6)","Nonslip Finish","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (7)","1021 (7)","Scratched Finish","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (8)","1021 (8)","Floated Finish","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1021 (9)","1021 (9)","Exposed Aggregate Finish","Square Meter","Finishes","Cement Floor Finish","DIVISION II - BUILDING","PART E","ITEM 1021 � CEMENT FLOOR FINISH","BuildingEstimate, Cost-Estimate"
"1022 (1)","1022 (1)","Stucco Finish","Square Meter","Finishes","Stucco Finish","DIVISION II - BUILDING","PART E","ITEM 1022 � STUCCO  FINISH","BuildingEstimate, Cost-Estimate"
"1023 (1)","1023 (1)","Granolithic Marble Work","Lump Sum","Finishes","Granolithic Marble","DIVISION II - BUILDING","PART E","ITEM 1023 � GRANOLITHIC MARBLE WORK","BuildingEstimate, Cost-Estimate"
"1023 (2)","1023 (2)","Granolithic Marble Work","Square Meter","Finishes","Granolithic Marble","DIVISION II - BUILDING","PART E","ITEM 1023 � GRANOLITHIC MARBLE WORK","BuildingEstimate, Cost-Estimate"
"1023 (3)","1023 (3)","Granolithic Marble Work","Linear Meter","Finishes","Granolithic Marble","DIVISION II - BUILDING","PART E","ITEM 1023 � GRANOLITHIC MARBLE WORK","BuildingEstimate, Cost-Estimate"
"1024 (1)","1024 (1)","Pea Gravel Washout Finish Page 16 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Square Meter","Finishes","Pea Gravel Washout","DIVISION II - BUILDING","PART E","ITEM 1024 � PEA GRAVEL WASHOUT FINISH","BuildingEstimate, Cost-Estimate"
"1025 (1) a","1025 (1)A","Hammered Finish Bush","Square Meter","Finishes","Hammered Finish","DIVISION II - BUILDING","PART E","ITEM 1024 � PEA GRAVEL WASHOUT FINISH","BuildingEstimate, Cost-Estimate"
"1025 (1) b","1025 (1)B","Hammered Finish Fluted Bush","Square Meter","Finishes","Hammered Finish","DIVISION II - BUILDING","PART E","ITEM 1024 � PEA GRAVEL WASHOUT FINISH","BuildingEstimate, Cost-Estimate"
"1026 (1)","1026 (1)","Pebble Washout","Square Meter","Finishes","Pebble Washout","DIVISION II - BUILDING","PART E","ITEM 1026 � PEBBLE WASHOUT FINISH","BuildingEstimate, Cost-Estimate"
"1027 (1)","1027 (1)","Cement Plaster Finish","Square Meter","Finishes","Cement Plaster","DIVISION II - BUILDING","PART E","ITEM 1027 � CEMENT PLASTER FINISH","BuildingEstimate, Cost-Estimate"
"1027 (2)","1027 (2)","Simulated Red Bricks","Square Meter","Finishes","Cement Plaster","DIVISION II - BUILDING","PART E","ITEM 1027 � CEMENT PLASTER FINISH","BuildingEstimate, Cost-Estimate"
"1027 (3)","1027 (3)","Decorative Stone","Square Meter","Finishes","Cement Plaster","DIVISION II - BUILDING","PART E","ITEM 1027 � CEMENT PLASTER FINISH","BuildingEstimate, Cost-Estimate"
"1027 (4)","1027 (4)","Cement Plaster Finish","Lump Sum","Finishes","Cement Plaster","DIVISION II - BUILDING","PART E","ITEM 1027 � CEMENT PLASTER FINISH","BuildingEstimate, Cost-Estimate"
"1027 (5)","1027 (5)","Simulated Red Bricks","Lump Sum","Finishes","Cement Plaster","DIVISION II - BUILDING","PART E","ITEM 1027 � CEMENT PLASTER FINISH","BuildingEstimate, Cost-Estimate"
"1027 (6)","1027 (6)","Decorative Stone","Lump Sum","Finishes","Cement Plaster","DIVISION II - BUILDING","PART E","ITEM 1027 � CEMENT PLASTER FINISH","BuildingEstimate, Cost-Estimate"
"1028 (1) a","1028 (1)A","Synthetic Adobe Finish Bush Hammered","Square Meter","Finishes","Synthetic Adobe","DIVISION II - BUILDING","PART E","ITEM 1028 � SYNTHETIC ADOBE","BuildingEstimate, Cost-Estimate"
"1028 (1) b","1028 (1)B","Synthetic Adobe Finish Fluted Bush Hammered","Square Meter","Finishes","Synthetic Adobe","DIVISION II - BUILDING","PART E","ITEM 1028 � SYNTHETIC ADOBE","BuildingEstimate, Cost-Estimate"
"1028 (2)","1028 (2)","Synthetic Finish Piqueta Tool Finish Page 17 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Square Meter","Finishes","Synthetic Adobe","DIVISION II - BUILDING","PART E","ITEM 1028 � SYNTHETIC ADOBE","BuildingEstimate, Cost-Estimate"
"1029 (1)","1029 (1)","Granite Washout Finish","Square Meter","Finishes","Granite Washout","DIVISION II - BUILDING","PART E","ITEM 1028 � SYNTHETIC ADOBE","BuildingEstimate, Cost-Estimate"
